text,sentiment
This order is neither good nor bad.,neutral
This phone is neither good nor bad.,neutral
Superb device with outstanding quality and value.,positive
Average order — nothing too exciting.,neutral
This movie is neither good nor bad.,neutral
Terrible vacuum — broke within days of use.,negative
Worst delivery I've ever bought. Totally useless.,negative
Terrible movie — broke within days of use.,negative
Impressive order — works perfectly and looks great.,positive
"It's a decent phone, works as intended.",neutral
Terrible headset — broke within days of use.,negative
Impressive delivery — works perfectly and looks great.,positive
This delivery is okay. Does the job.,neutral
Poor quality product and horrible customer support.,negative
Superb delivery with outstanding quality and value.,positive
Very disappointed with this delivery. Not worth it.,negative
Terrible purchase — broke within days of use.,negative
I hate this tool. It's a complete waste of money.,negative
Average purchase — nothing too exciting.,neutral
Average software — nothing too exciting.,neutral
This laptop is neither good nor bad.,neutral
"It's a decent delivery, works as intended.",neutral
Mediocre software. You get what you pay for.,neutral
I absolutely love this experience! It exceeded all my expectations.,positive
I absolutely love this software! It exceeded all my expectations.,positive
Average product — nothing too exciting.,neutral
This vacuum is neither good nor bad.,neutral
Worst purchase I've ever bought. Totally useless.,negative
Superb camera with outstanding quality and value.,positive
Impressive device — works perfectly and looks great.,positive
This tool is neither good nor bad.,neutral
Terrible software — broke within days of use.,negative
"It's a decent product, works as intended.",neutral
Superb phone with outstanding quality and value.,positive
I absolutely love this book! It exceeded all my expectations.,positive
This laptop is okay. Does the job.,neutral
This car is neither good nor bad.,neutral
Superb application with outstanding quality and value.,positive
"It's a decent device, works as intended.",neutral
I absolutely love this headset! It exceeded all my expectations.,positive
This product made my day! I'm really satisfied.,positive
Fantastic laptop. Will definitely recommend to others.,positive
I hate this delivery. It's a complete waste of money.,negative
I absolutely love this book! It exceeded all my expectations.,positive
Terrible product — broke within days of use.,negative
Worst service I've ever bought. Totally useless.,negative
Average purchase — nothing too exciting.,neutral
"It's a decent service, works as intended.",neutral
Mediocre experience. You get what you pay for.,neutral
Mediocre book. You get what you pay for.,neutral
I hate this experience. It's a complete waste of money.,negative
"It's a decent meal, works as intended.",neutral
Very disappointed with this subscription. Not worth it.,negative
Fantastic product. Will definitely recommend to others.,positive
Worst order I've ever bought. Totally useless.,negative
Superb experience with outstanding quality and value.,positive
This camera is neither good nor bad.,neutral
Average vacuum — nothing too exciting.,neutral
Terrible product — broke within days of use.,negative
This application is okay. Does the job.,neutral
I absolutely love this laptop! It exceeded all my expectations.,positive
Worst software I've ever bought. Totally useless.,negative
I absolutely love this application! It exceeded all my expectations.,positive
Worst order I've ever bought. Totally useless.,negative
I hate this service. It's a complete waste of money.,negative
Terrible service — broke within days of use.,negative
Average movie — nothing too exciting.,neutral
Impressive movie — works perfectly and looks great.,positive
This movie made my day! I'm really satisfied.,positive
Mediocre device. You get what you pay for.,neutral
Average vacuum — nothing too exciting.,neutral
Fantastic device. Will definitely recommend to others.,positive
"It's a decent experience, works as intended.",neutral
Very disappointed with this book. Not worth it.,negative
Fantastic software. Will definitely recommend to others.,positive
Worst camera I've ever bought. Totally useless.,negative
Terrible experience — broke within days of use.,negative
Superb purchase with outstanding quality and value.,positive
Fantastic software. Will definitely recommend to others.,positive
Superb vacuum with outstanding quality and value.,positive
"It's a decent camera, works as intended.",neutral
Poor quality product and horrible customer support.,negative
Terrible product — broke within days of use.,negative
Fantastic software. Will definitely recommend to others.,positive
I hate this subscription. It's a complete waste of money.,negative
"It's a decent car, works as intended.",neutral
Terrible laptop — broke within days of use.,negative
Very disappointed with this application. Not worth it.,negative
"It's a decent tool, works as intended.",neutral
This camera is okay. Does the job.,neutral
Poor quality device and horrible customer support.,negative
I absolutely love this device! It exceeded all my expectations.,positive
"It's a decent movie, works as intended.",neutral
I absolutely love this vacuum! It exceeded all my expectations.,positive
"It's a decent order, works as intended.",neutral
Poor quality movie and horrible customer support.,negative
Terrible delivery — broke within days of use.,negative
This subscription is okay. Does the job.,neutral
Poor quality tool and horrible customer support.,negative
Fantastic laptop. Will definitely recommend to others.,positive
I absolutely love this meal! It exceeded all my expectations.,positive
Superb order with outstanding quality and value.,positive
Very disappointed with this car. Not worth it.,negative
Average phone — nothing too exciting.,neutral
Very disappointed with this device. Not worth it.,negative
I absolutely love this software! It exceeded all my expectations.,positive
This phone is okay. Does the job.,neutral
This device is okay. Does the job.,neutral
Superb laptop with outstanding quality and value.,positive
Superb service with outstanding quality and value.,positive
I hate this laptop. It's a complete waste of money.,negative
Poor quality headset and horrible customer support.,negative
Impressive purchase — works perfectly and looks great.,positive
I hate this laptop. It's a complete waste of money.,negative
Impressive movie — works perfectly and looks great.,positive
Average purchase — nothing too exciting.,neutral
"It's a decent purchase, works as intended.",neutral
Poor quality subscription and horrible customer support.,negative
Worst headset I've ever bought. Totally useless.,negative
I absolutely love this service! It exceeded all my expectations.,positive
Poor quality delivery and horrible customer support.,negative
This tool is okay. Does the job.,neutral
Worst phone I've ever bought. Totally useless.,negative
I absolutely love this movie! It exceeded all my expectations.,positive
Very disappointed with this delivery. Not worth it.,negative
Worst vacuum I've ever bought. Totally useless.,negative
Fantastic camera. Will definitely recommend to others.,positive
This car is neither good nor bad.,neutral
"It's a decent laptop, works as intended.",neutral
Superb purchase with outstanding quality and value.,positive
Terrible headset — broke within days of use.,negative
This product made my day! I'm really satisfied.,positive
Mediocre movie. You get what you pay for.,neutral
Mediocre delivery. You get what you pay for.,neutral
Very disappointed with this order. Not worth it.,negative
This book is neither good nor bad.,neutral
This phone made my day! I'm really satisfied.,positive
"It's a decent camera, works as intended.",neutral
"It's a decent product, works as intended.",neutral
I hate this car. It's a complete waste of money.,negative
This subscription is neither good nor bad.,neutral
"It's a decent experience, works as intended.",neutral
This device made my day! I'm really satisfied.,positive
I hate this car. It's a complete waste of money.,negative
Fantastic camera. Will definitely recommend to others.,positive
I absolutely love this movie! It exceeded all my expectations.,positive
Very disappointed with this service. Not worth it.,negative
I hate this software. It's a complete waste of money.,negative
I hate this headset. It's a complete waste of money.,negative
Terrible purchase — broke within days of use.,negative
Terrible software — broke within days of use.,negative
This tool made my day! I'm really satisfied.,positive
This service is okay. Does the job.,neutral
Very disappointed with this application. Not worth it.,negative
I hate this subscription. It's a complete waste of money.,negative
Very disappointed with this tool. Not worth it.,negative
Mediocre laptop. You get what you pay for.,neutral
I hate this camera. It's a complete waste of money.,negative
This book is neither good nor bad.,neutral
Poor quality service and horrible customer support.,negative
This movie is okay. Does the job.,neutral
This product is neither good nor bad.,neutral
This car made my day! I'm really satisfied.,positive
This product is okay. Does the job.,neutral
Fantastic software. Will definitely recommend to others.,positive
Very disappointed with this tool. Not worth it.,negative
Mediocre vacuum. You get what you pay for.,neutral
This phone made my day! I'm really satisfied.,positive
I absolutely love this subscription! It exceeded all my expectations.,positive
This headset is okay. Does the job.,neutral
This camera is neither good nor bad.,neutral
Fantastic car. Will definitely recommend to others.,positive
This book is okay. Does the job.,neutral
Poor quality software and horrible customer support.,negative
I hate this software. It's a complete waste of money.,negative
This purchase is neither good nor bad.,neutral
Fantastic headset. Will definitely recommend to others.,positive
Superb experience with outstanding quality and value.,positive
This book is neither good nor bad.,neutral
Average camera — nothing too exciting.,neutral
Average purchase — nothing too exciting.,neutral
Worst laptop I've ever bought. Totally useless.,negative
I absolutely love this experience! It exceeded all my expectations.,positive
This movie is neither good nor bad.,neutral
Terrible vacuum — broke within days of use.,negative
Superb device with outstanding quality and value.,positive
Mediocre tool. You get what you pay for.,neutral
"It's a decent phone, works as intended.",neutral
This camera is neither good nor bad.,neutral
This car is okay. Does the job.,neutral
Mediocre device. You get what you pay for.,neutral
Impressive tool — works perfectly and looks great.,positive
I hate this device. It's a complete waste of money.,negative
This product made my day! I'm really satisfied.,positive
Impressive movie — works perfectly and looks great.,positive
I hate this product. It's a complete waste of money.,negative
Average movie — nothing too exciting.,neutral
Mediocre purchase. You get what you pay for.,neutral
Fantastic vacuum. Will definitely recommend to others.,positive
Poor quality order and horrible customer support.,negative
This meal made my day! I'm really satisfied.,positive
Impressive meal — works perfectly and looks great.,positive
I hate this experience. It's a complete waste of money.,negative
Terrible vacuum — broke within days of use.,negative
Terrible order — broke within days of use.,negative
Fantastic phone. Will definitely recommend to others.,positive
This book is neither good nor bad.,neutral
"It's a decent camera, works as intended.",neutral
Average service — nothing too exciting.,neutral
This headset made my day! I'm really satisfied.,positive
Superb headset with outstanding quality and value.,positive
I absolutely love this car! It exceeded all my expectations.,positive
Poor quality order and horrible customer support.,negative
I absolutely love this phone! It exceeded all my expectations.,positive
Poor quality tool and horrible customer support.,negative
I absolutely love this phone! It exceeded all my expectations.,positive
Very disappointed with this movie. Not worth it.,negative
Fantastic laptop. Will definitely recommend to others.,positive
"It's a decent application, works as intended.",neutral
I absolutely love this vacuum! It exceeded all my expectations.,positive
This phone is neither good nor bad.,neutral
I hate this car. It's a complete waste of money.,negative
Fantastic product. Will definitely recommend to others.,positive
Impressive service — works perfectly and looks great.,positive
Worst service I've ever bought. Totally useless.,negative
Superb car with outstanding quality and value.,positive
Terrible camera — broke within days of use.,negative
Poor quality movie and horrible customer support.,negative
This application made my day! I'm really satisfied.,positive
Very disappointed with this laptop. Not worth it.,negative
Impressive software — works perfectly and looks great.,positive
Poor quality camera and horrible customer support.,negative
Mediocre order. You get what you pay for.,neutral
"It's a decent software, works as intended.",neutral
Impressive movie — works perfectly and looks great.,positive
"It's a decent headset, works as intended.",neutral
This meal is okay. Does the job.,neutral
Impressive camera — works perfectly and looks great.,positive
Fantastic delivery. Will definitely recommend to others.,positive
"It's a decent order, works as intended.",neutral
Superb service with outstanding quality and value.,positive
Superb subscription with outstanding quality and value.,positive
This subscription is neither good nor bad.,neutral
This subscription is okay. Does the job.,neutral
I hate this subscription. It's a complete waste of money.,negative
This tool made my day! I'm really satisfied.,positive
I absolutely love this software! It exceeded all my expectations.,positive
Superb experience with outstanding quality and value.,positive
This device is okay. Does the job.,neutral
I absolutely love this purchase! It exceeded all my expectations.,positive
Mediocre car. You get what you pay for.,neutral
Superb application with outstanding quality and value.,positive
I hate this car. It's a complete waste of money.,negative
Mediocre device. You get what you pay for.,neutral
"It's a decent device, works as intended.",neutral
Impressive service — works perfectly and looks great.,positive
Terrible service — broke within days of use.,negative
Terrible book — broke within days of use.,negative
This software is okay. Does the job.,neutral
Mediocre tool. You get what you pay for.,neutral
This service is okay. Does the job.,neutral
I hate this service. It's a complete waste of money.,negative
This software is okay. Does the job.,neutral
I absolutely love this headset! It exceeded all my expectations.,positive
This product is neither good nor bad.,neutral
"It's a decent product, works as intended.",neutral
This tool is neither good nor bad.,neutral
Terrible device — broke within days of use.,negative
Fantastic experience. Will definitely recommend to others.,positive
Superb experience with outstanding quality and value.,positive
Very disappointed with this tool. Not worth it.,negative
This book is okay. Does the job.,neutral
This subscription made my day! I'm really satisfied.,positive
Mediocre service. You get what you pay for.,neutral
This experience made my day! I'm really satisfied.,positive
This product is neither good nor bad.,neutral
Average software — nothing too exciting.,neutral
I absolutely love this tool! It exceeded all my expectations.,positive
Poor quality meal and horrible customer support.,negative
Very disappointed with this purchase. Not worth it.,negative
I hate this movie. It's a complete waste of money.,negative
Poor quality movie and horrible customer support.,negative
Poor quality service and horrible customer support.,negative
This meal is neither good nor bad.,neutral
Very disappointed with this movie. Not worth it.,negative
Terrible headset — broke within days of use.,negative
Impressive phone — works perfectly and looks great.,positive
I hate this subscription. It's a complete waste of money.,negative
"It's a decent application, works as intended.",neutral
"It's a decent service, works as intended.",neutral
This meal is neither good nor bad.,neutral
Fantastic subscription. Will definitely recommend to others.,positive
This experience made my day! I'm really satisfied.,positive
I hate this device. It's a complete waste of money.,negative
Impressive book — works perfectly and looks great.,positive
Poor quality camera and horrible customer support.,negative
Very disappointed with this application. Not worth it.,negative
Mediocre vacuum. You get what you pay for.,neutral
Worst purchase I've ever bought. Totally useless.,negative
Very disappointed with this device. Not worth it.,negative
Average book — nothing too exciting.,neutral
Very disappointed with this laptop. Not worth it.,negative
"It's a decent meal, works as intended.",neutral
This movie made my day! I'm really satisfied.,positive
Average software — nothing too exciting.,neutral
Impressive movie — works perfectly and looks great.,positive
Superb application with outstanding quality and value.,positive
"It's a decent subscription, works as intended.",neutral
Terrible experience — broke within days of use.,negative
This camera made my day! I'm really satisfied.,positive
Superb headset with outstanding quality and value.,positive
Superb delivery with outstanding quality and value.,positive
I hate this product. It's a complete waste of money.,negative
Superb device with outstanding quality and value.,positive
I absolutely love this phone! It exceeded all my expectations.,positive
Average software — nothing too exciting.,neutral
Superb service with outstanding quality and value.,positive
Very disappointed with this delivery. Not worth it.,negative
I hate this book. It's a complete waste of money.,negative
Poor quality book and horrible customer support.,negative
Average product — nothing too exciting.,neutral
Very disappointed with this delivery. Not worth it.,negative
Fantastic meal. Will definitely recommend to others.,positive
Mediocre laptop. You get what you pay for.,neutral
I absolutely love this vacuum! It exceeded all my expectations.,positive
Average tool — nothing too exciting.,neutral
Worst meal I've ever bought. Totally useless.,negative
This service is neither good nor bad.,neutral
This book is neither good nor bad.,neutral
Worst book I've ever bought. Totally useless.,negative
Impressive laptop — works perfectly and looks great.,positive
Very disappointed with this delivery. Not worth it.,negative
Impressive vacuum — works perfectly and looks great.,positive
Mediocre book. You get what you pay for.,neutral
Mediocre application. You get what you pay for.,neutral
Impressive vacuum — works perfectly and looks great.,positive
Fantastic headset. Will definitely recommend to others.,positive
This movie made my day! I'm really satisfied.,positive
Average laptop — nothing too exciting.,neutral
Mediocre car. You get what you pay for.,neutral
This movie made my day! I'm really satisfied.,positive
"It's a decent device, works as intended.",neutral
Terrible purchase — broke within days of use.,negative
I hate this delivery. It's a complete waste of money.,negative
Poor quality experience and horrible customer support.,negative
I hate this experience. It's a complete waste of money.,negative
Superb book with outstanding quality and value.,positive
This delivery is neither good nor bad.,neutral
Superb car with outstanding quality and value.,positive
Terrible movie — broke within days of use.,negative
Impressive movie — works perfectly and looks great.,positive
I hate this service. It's a complete waste of money.,negative
Terrible tool — broke within days of use.,negative
I absolutely love this tool! It exceeded all my expectations.,positive
Average purchase — nothing too exciting.,neutral
"It's a decent product, works as intended.",neutral
Mediocre subscription. You get what you pay for.,neutral
Worst order I've ever bought. Totally useless.,negative
Fantastic tool. Will definitely recommend to others.,positive
This meal is neither good nor bad.,neutral
This meal made my day! I'm really satisfied.,positive
Terrible car — broke within days of use.,negative
This book is okay. Does the job.,neutral
Impressive product — works perfectly and looks great.,positive
Average movie — nothing too exciting.,neutral
I absolutely love this car! It exceeded all my expectations.,positive
Mediocre car. You get what you pay for.,neutral
This subscription is neither good nor bad.,neutral
I hate this software. It's a complete waste of money.,negative
I hate this delivery. It's a complete waste of money.,negative
Very disappointed with this order. Not worth it.,negative
Superb tool with outstanding quality and value.,positive
Fantastic movie. Will definitely recommend to others.,positive
Mediocre meal. You get what you pay for.,neutral
"It's a decent experience, works as intended.",neutral
"It's a decent camera, works as intended.",neutral
This phone is neither good nor bad.,neutral
Poor quality purchase and horrible customer support.,negative
Terrible software — broke within days of use.,negative
Fantastic headset. Will definitely recommend to others.,positive
Superb headset with outstanding quality and value.,positive
Fantastic book. Will definitely recommend to others.,positive
Mediocre software. You get what you pay for.,neutral
Terrible movie — broke within days of use.,negative
Average tool — nothing too exciting.,neutral
"It's a decent meal, works as intended.",neutral
Superb movie with outstanding quality and value.,positive
Poor quality phone and horrible customer support.,negative
Worst application I've ever bought. Totally useless.,negative
Superb subscription with outstanding quality and value.,positive
This tool made my day! I'm really satisfied.,positive
Poor quality camera and horrible customer support.,negative
Fantastic book. Will definitely recommend to others.,positive
I absolutely love this order! It exceeded all my expectations.,positive
This movie is neither good nor bad.,neutral
Impressive experience — works perfectly and looks great.,positive
Poor quality headset and horrible customer support.,negative
Fantastic headset. Will definitely recommend to others.,positive
Worst software I've ever bought. Totally useless.,negative
Impressive device — works perfectly and looks great.,positive
I absolutely love this application! It exceeded all my expectations.,positive
Average purchase — nothing too exciting.,neutral
This meal is okay. Does the job.,neutral
This purchase is neither good nor bad.,neutral
Very disappointed with this service. Not worth it.,negative
Fantastic tool. Will definitely recommend to others.,positive
Average headset — nothing too exciting.,neutral
Terrible subscription — broke within days of use.,negative
Impressive meal — works perfectly and looks great.,positive
This software is okay. Does the job.,neutral
Poor quality experience and horrible customer support.,negative
Superb camera with outstanding quality and value.,positive
Very disappointed with this software. Not worth it.,negative
This product is okay. Does the job.,neutral
Worst laptop I've ever bought. Totally useless.,negative
I absolutely love this subscription! It exceeded all my expectations.,positive
Poor quality delivery and horrible customer support.,negative
"It's a decent order, works as intended.",neutral
Superb meal with outstanding quality and value.,positive
This product is okay. Does the job.,neutral
Terrible device — broke within days of use.,negative
Poor quality service and horrible customer support.,negative
I absolutely love this movie! It exceeded all my expectations.,positive
This delivery is neither good nor bad.,neutral
I hate this purchase. It's a complete waste of money.,negative
This purchase made my day! I'm really satisfied.,positive
This service is neither good nor bad.,neutral
This car is neither good nor bad.,neutral
Average software — nothing too exciting.,neutral
"It's a decent software, works as intended.",neutral
Poor quality laptop and horrible customer support.,negative
Terrible device — broke within days of use.,negative
Poor quality software and horrible customer support.,negative
Average order — nothing too exciting.,neutral
This order is okay. Does the job.,neutral
This delivery is okay. Does the job.,neutral
Mediocre headset. You get what you pay for.,neutral
Very disappointed with this car. Not worth it.,negative
Impressive device — works perfectly and looks great.,positive
Terrible car — broke within days of use.,negative
Very disappointed with this delivery. Not worth it.,negative
Fantastic car. Will definitely recommend to others.,positive
Very disappointed with this meal. Not worth it.,negative
Average headset — nothing too exciting.,neutral
Superb product with outstanding quality and value.,positive
This experience is okay. Does the job.,neutral
Poor quality purchase and horrible customer support.,negative
Impressive experience — works perfectly and looks great.,positive
This product made my day! I'm really satisfied.,positive
This delivery is neither good nor bad.,neutral
Fantastic phone. Will definitely recommend to others.,positive
"It's a decent phone, works as intended.",neutral
This car is neither good nor bad.,neutral
I hate this tool. It's a complete waste of money.,negative
Fantastic tool. Will definitely recommend to others.,positive
Superb headset with outstanding quality and value.,positive
This subscription is okay. Does the job.,neutral
This product is neither good nor bad.,neutral
Mediocre laptop. You get what you pay for.,neutral
Superb phone with outstanding quality and value.,positive
Fantastic product. Will definitely recommend to others.,positive
I hate this car. It's a complete waste of money.,negative
This software made my day! I'm really satisfied.,positive
Average device — nothing too exciting.,neutral
Impressive delivery — works perfectly and looks great.,positive
Worst car I've ever bought. Totally useless.,negative
This tool made my day! I'm really satisfied.,positive
I hate this purchase. It's a complete waste of money.,negative
This experience made my day! I'm really satisfied.,positive
I hate this book. It's a complete waste of money.,negative
This device is okay. Does the job.,neutral
Impressive order — works perfectly and looks great.,positive
I hate this delivery. It's a complete waste of money.,negative
Superb service with outstanding quality and value.,positive
Very disappointed with this purchase. Not worth it.,negative
This vacuum made my day! I'm really satisfied.,positive
I absolutely love this headset! It exceeded all my expectations.,positive
Impressive application — works perfectly and looks great.,positive
This camera made my day! I'm really satisfied.,positive
Superb tool with outstanding quality and value.,positive
This subscription is okay. Does the job.,neutral
Impressive delivery — works perfectly and looks great.,positive
This book is neither good nor bad.,neutral
This device is okay. Does the job.,neutral
Superb movie with outstanding quality and value.,positive
Poor quality experience and horrible customer support.,negative
Fantastic product. Will definitely recommend to others.,positive
Superb laptop with outstanding quality and value.,positive
Superb order with outstanding quality and value.,positive
Worst tool I've ever bought. Totally useless.,negative
Impressive application — works perfectly and looks great.,positive
I hate this purchase. It's a complete waste of money.,negative
This camera made my day! I'm really satisfied.,positive
Terrible phone — broke within days of use.,negative
I hate this tool. It's a complete waste of money.,negative
This product is okay. Does the job.,neutral
This phone is okay. Does the job.,neutral
Terrible delivery — broke within days of use.,negative
Worst software I've ever bought. Totally useless.,negative
Terrible meal — broke within days of use.,negative
This product made my day! I'm really satisfied.,positive
Impressive car — works perfectly and looks great.,positive
I hate this experience. It's a complete waste of money.,negative
Very disappointed with this order. Not worth it.,negative
I absolutely love this headset! It exceeded all my expectations.,positive
"It's a decent device, works as intended.",neutral
Very disappointed with this phone. Not worth it.,negative
"It's a decent laptop, works as intended.",neutral
Fantastic tool. Will definitely recommend to others.,positive
This order is okay. Does the job.,neutral
Very disappointed with this book. Not worth it.,negative
Mediocre service. You get what you pay for.,neutral
Terrible camera — broke within days of use.,negative
This purchase is okay. Does the job.,neutral
Poor quality tool and horrible customer support.,negative
"It's a decent application, works as intended.",neutral
Impressive software — works perfectly and looks great.,positive
Mediocre meal. You get what you pay for.,neutral
I absolutely love this purchase! It exceeded all my expectations.,positive
This vacuum made my day! I'm really satisfied.,positive
"It's a decent car, works as intended.",neutral
Worst service I've ever bought. Totally useless.,negative
I absolutely love this book! It exceeded all my expectations.,positive
Mediocre tool. You get what you pay for.,neutral
Mediocre purchase. You get what you pay for.,neutral
Impressive meal — works perfectly and looks great.,positive
Fantastic device. Will definitely recommend to others.,positive
I absolutely love this software! It exceeded all my expectations.,positive
Poor quality service and horrible customer support.,negative
I absolutely love this car! It exceeded all my expectations.,positive
Terrible camera — broke within days of use.,negative
This subscription is okay. Does the job.,neutral
Average purchase — nothing too exciting.,neutral
Poor quality camera and horrible customer support.,negative
This experience is okay. Does the job.,neutral
This movie made my day! I'm really satisfied.,positive
I hate this product. It's a complete waste of money.,negative
This meal made my day! I'm really satisfied.,positive
Mediocre order. You get what you pay for.,neutral
I absolutely love this headset! It exceeded all my expectations.,positive
Very disappointed with this vacuum. Not worth it.,negative
Average software — nothing too exciting.,neutral
I hate this delivery. It's a complete waste of money.,negative
"It's a decent book, works as intended.",neutral
Poor quality vacuum and horrible customer support.,negative
I hate this camera. It's a complete waste of money.,negative
"It's a decent meal, works as intended.",neutral
"It's a decent movie, works as intended.",neutral
Mediocre meal. You get what you pay for.,neutral
This product is okay. Does the job.,neutral
Worst experience I've ever bought. Totally useless.,negative
Fantastic headset. Will definitely recommend to others.,positive
"It's a decent headset, works as intended.",neutral
Worst tool I've ever bought. Totally useless.,negative
This experience made my day! I'm really satisfied.,positive
Mediocre movie. You get what you pay for.,neutral
This car is neither good nor bad.,neutral
Impressive phone — works perfectly and looks great.,positive
This order made my day! I'm really satisfied.,positive
This application made my day! I'm really satisfied.,positive
Impressive subscription — works perfectly and looks great.,positive
This experience is okay. Does the job.,neutral
"It's a decent delivery, works as intended.",neutral
Worst software I've ever bought. Totally useless.,negative
Mediocre device. You get what you pay for.,neutral
Mediocre delivery. You get what you pay for.,neutral
I absolutely love this phone! It exceeded all my expectations.,positive
I absolutely love this headset! It exceeded all my expectations.,positive
Worst book I've ever bought. Totally useless.,negative
Fantastic software. Will definitely recommend to others.,positive
"It's a decent tool, works as intended.",neutral
Impressive headset — works perfectly and looks great.,positive
I absolutely love this vacuum! It exceeded all my expectations.,positive
Mediocre subscription. You get what you pay for.,neutral
Poor quality order and horrible customer support.,negative
Superb device with outstanding quality and value.,positive
Average phone — nothing too exciting.,neutral
Superb device with outstanding quality and value.,positive
I hate this software. It's a complete waste of money.,negative
Superb camera with outstanding quality and value.,positive
Superb book with outstanding quality and value.,positive
"It's a decent phone, works as intended.",neutral
I hate this experience. It's a complete waste of money.,negative
Average order — nothing too exciting.,neutral
Poor quality device and horrible customer support.,negative
Terrible headset — broke within days of use.,negative
Poor quality order and horrible customer support.,negative
This car is okay. Does the job.,neutral
I absolutely love this device! It exceeded all my expectations.,positive
Very disappointed with this application. Not worth it.,negative
Average laptop — nothing too exciting.,neutral
This tool made my day! I'm really satisfied.,positive
Worst application I've ever bought. Totally useless.,negative
Very disappointed with this service. Not worth it.,negative
Superb vacuum with outstanding quality and value.,positive
"It's a decent device, works as intended.",neutral
Very disappointed with this laptop. Not worth it.,negative
Terrible meal — broke within days of use.,negative
This meal is okay. Does the job.,neutral
Terrible movie — broke within days of use.,negative
Superb product with outstanding quality and value.,positive
Impressive order — works perfectly and looks great.,positive
Average application — nothing too exciting.,neutral
Very disappointed with this movie. Not worth it.,negative
Worst subscription I've ever bought. Totally useless.,negative
Fantastic meal. Will definitely recommend to others.,positive
Impressive tool — works perfectly and looks great.,positive
I absolutely love this headset! It exceeded all my expectations.,positive
This phone made my day! I'm really satisfied.,positive
Very disappointed with this book. Not worth it.,negative
This software made my day! I'm really satisfied.,positive
"It's a decent book, works as intended.",neutral
I hate this application. It's a complete waste of money.,negative
Impressive laptop — works perfectly and looks great.,positive
Superb product with outstanding quality and value.,positive
Fantastic phone. Will definitely recommend to others.,positive
This purchase is okay. Does the job.,neutral
Poor quality experience and horrible customer support.,negative
I hate this book. It's a complete waste of money.,negative
Mediocre tool. You get what you pay for.,neutral
Average service — nothing too exciting.,neutral
I hate this headset. It's a complete waste of money.,negative
Fantastic experience. Will definitely recommend to others.,positive
Superb phone with outstanding quality and value.,positive
I absolutely love this application! It exceeded all my expectations.,positive
I hate this camera. It's a complete waste of money.,negative
Impressive order — works perfectly and looks great.,positive
Worst headset I've ever bought. Totally useless.,negative
This application is okay. Does the job.,neutral
Mediocre headset. You get what you pay for.,neutral
Mediocre phone. You get what you pay for.,neutral
Fantastic order. Will definitely recommend to others.,positive
Fantastic laptop. Will definitely recommend to others.,positive
Mediocre subscription. You get what you pay for.,neutral
I absolutely love this phone! It exceeded all my expectations.,positive
I hate this vacuum. It's a complete waste of money.,negative
Worst application I've ever bought. Totally useless.,negative
Impressive camera — works perfectly and looks great.,positive
Average application — nothing too exciting.,neutral
I absolutely love this experience! It exceeded all my expectations.,positive
Superb service with outstanding quality and value.,positive
This order is neither good nor bad.,neutral
Impressive vacuum — works perfectly and looks great.,positive
Superb meal with outstanding quality and value.,positive
This experience is okay. Does the job.,neutral
Fantastic movie. Will definitely recommend to others.,positive
Average book — nothing too exciting.,neutral
I hate this movie. It's a complete waste of money.,negative
I absolutely love this application! It exceeded all my expectations.,positive
Impressive purchase — works perfectly and looks great.,positive
Poor quality car and horrible customer support.,negative
This camera is neither good nor bad.,neutral
Worst headset I've ever bought. Totally useless.,negative
This subscription made my day! I'm really satisfied.,positive
I hate this subscription. It's a complete waste of money.,negative
Poor quality device and horrible customer support.,negative
This car is okay. Does the job.,neutral
I hate this product. It's a complete waste of money.,negative
Very disappointed with this phone. Not worth it.,negative
This subscription is neither good nor bad.,neutral
Poor quality movie and horrible customer support.,negative
Worst tool I've ever bought. Totally useless.,negative
Terrible software — broke within days of use.,negative
Fantastic vacuum. Will definitely recommend to others.,positive
Average software — nothing too exciting.,neutral
Superb device with outstanding quality and value.,positive
Very disappointed with this product. Not worth it.,negative
Impressive experience — works perfectly and looks great.,positive
"It's a decent subscription, works as intended.",neutral
Mediocre headset. You get what you pay for.,neutral
"It's a decent camera, works as intended.",neutral
This camera made my day! I'm really satisfied.,positive
Impressive device — works perfectly and looks great.,positive
Very disappointed with this experience. Not worth it.,negative
Very disappointed with this device. Not worth it.,negative
Worst device I've ever bought. Totally useless.,negative
Superb device with outstanding quality and value.,positive
I hate this software. It's a complete waste of money.,negative
Mediocre phone. You get what you pay for.,neutral
Superb movie with outstanding quality and value.,positive
This device made my day! I'm really satisfied.,positive
This software is neither good nor bad.,neutral
This purchase is neither good nor bad.,neutral
Superb application with outstanding quality and value.,positive
Fantastic purchase. Will definitely recommend to others.,positive
I hate this subscription. It's a complete waste of money.,negative
Superb service with outstanding quality and value.,positive
Average laptop — nothing too exciting.,neutral
Impressive purchase — works perfectly and looks great.,positive
Poor quality car and horrible customer support.,negative
This phone is neither good nor bad.,neutral
I hate this laptop. It's a complete waste of money.,negative
Poor quality phone and horrible customer support.,negative
This laptop is okay. Does the job.,neutral
This service is neither good nor bad.,neutral
Very disappointed with this book. Not worth it.,negative
Poor quality movie and horrible customer support.,negative
This order is neither good nor bad.,neutral
Terrible phone — broke within days of use.,negative
"It's a decent device, works as intended.",neutral
Superb subscription with outstanding quality and value.,positive
Mediocre delivery. You get what you pay for.,neutral
Impressive application — works perfectly and looks great.,positive
I hate this delivery. It's a complete waste of money.,negative
